t, x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
3.025,0.000, 0.308, 0.585, 0.805, 0.946, 0.995, 0.946, 0.805, 0.585, 0.308, 0.000, -0.308, -0.585, -0.805, -0.946, -0.995, -0.946, -0.805, -0.585, -0.308, 0.000
3.050,0.000, 0.299, 0.569, 0.783, 0.920, 0.968, 0.920, 0.783, 0.569, 0.299, 0.000, -0.299, -0.569, -0.783, -0.920, -0.968, -0.920, -0.783, -0.569, -0.299, 0.000
3.075,0.000, 0.283, 0.539, 0.741, 0.872, 0.916, 0.872, 0.741, 0.539, 0.283, 0.000, -0.283, -0.539, -0.741, -0.872, -0.916, -0.872, -0.741, -0.539, -0.283, 0.000
3.100,0.000, 0.260, 0.495, 0.682, 0.802, 0.843, 0.802, 0.682, 0.495, 0.260, 0.000, -0.260, -0.495, -0.682, -0.802, -0.843, -0.802, -0.682, -0.495, -0.260, 0.000
3.125,0.000, 0.231, 0.440, 0.606, 0.712, 0.749, 0.712, 0.606, 0.440, 0.231, 0.000, -0.231, -0.440, -0.606, -0.712, -0.749, -0.712, -0.606, -0.440, -0.231, 0.000
3.150,0.000, 0.197, 0.374, 0.515, 0.605, 0.636, 0.605, 0.515, 0.374, 0.197, 0.000, -0.197, -0.374, -0.515, -0.605, -0.636, -0.605, -0.515, -0.374, -0.197, 0.000
3.175,0.000, 0.157, 0.299, 0.411, 0.483, 0.508, 0.483, 0.411, 0.299, 0.157, 0.000, -0.157, -0.299, -0.411, -0.483, -0.508, -0.483, -0.411, -0.299, -0.157, 0.000
3.200,0.000, 0.114, 0.216, 0.297, 0.349, 0.367, 0.349, 0.297, 0.216, 0.114, 0.000, -0.114, -0.216, -0.297, -0.349, -0.367, -0.349, -0.297, -0.216, -0.114, 0.000
3.225,0.000, 0.067, 0.128, 0.176, 0.207, 0.218, 0.207, 0.176, 0.128, 0.067, 0.000, -0.067, -0.128, -0.176, -0.207, -0.218, -0.207, -0.176, -0.128, -0.067, 0.000
3.250,0.000, 0.019, 0.037, 0.051, 0.060, 0.063, 0.060, 0.051, 0.037, 0.019, -0.000, -0.019, -0.037, -0.051, -0.060, -0.063, -0.060, -0.051, -0.037, -0.019, 0.000
3.275,0.000, -0.029, -0.055, -0.076, -0.089, -0.093, -0.089, -0.076, -0.055, -0.029, -0.000, 0.029, 0.055, 0.076, 0.089, 0.093, 0.089, 0.076, 0.055, 0.029, 0.000
3.300,0.000, -0.076, -0.145, -0.200, -0.235, -0.248, -0.235, -0.200, -0.145, -0.076, -0.000, 0.076, 0.145, 0.200, 0.235, 0.248, 0.235, 0.200, 0.145, 0.076, 0.000
3.325,0.000, -0.122, -0.233, -0.320, -0.376, -0.396, -0.376, -0.320, -0.233, -0.122, -0.000, 0.122, 0.233, 0.320, 0.376, 0.396, 0.376, 0.320, 0.233, 0.122, 0.000
3.350,0.000, -0.165, -0.314, -0.432, -0.508, -0.534, -0.508, -0.432, -0.314, -0.165, -0.000, 0.165, 0.314, 0.432, 0.508, 0.534, 0.508, 0.432, 0.314, 0.165, 0.000
3.375,0.000, -0.204, -0.388, -0.533, -0.627, -0.659, -0.627, -0.533, -0.388, -0.204, -0.000, 0.204, 0.388, 0.533, 0.627, 0.659, 0.627, 0.533, 0.388, 0.204, 0.000
3.400,0.000, -0.237, -0.452, -0.622, -0.731, -0.768, -0.731, -0.622, -0.452, -0.237, -0.000, 0.237, 0.452, 0.622, 0.731, 0.768, 0.731, 0.622, 0.452, 0.237, 0.000
3.425,0.000, -0.265, -0.505, -0.695, -0.817, -0.859, -0.817, -0.695, -0.505, -0.265, -0.000, 0.265, 0.505, 0.695, 0.817, 0.859, 0.817, 0.695, 0.505, 0.265, 0.000
3.450,0.000, -0.287, -0.546, -0.751, -0.883, -0.928, -0.883, -0.751, -0.546, -0.287, -0.000, 0.287, 0.546, 0.751, 0.883, 0.928, 0.883, 0.751, 0.546, 0.287, 0.000
3.475,0.000, -0.301, -0.573, -0.789, -0.927, -0.975, -0.927, -0.789, -0.573, -0.301, -0.000, 0.301, 0.573, 0.789, 0.927, 0.975, 0.927, 0.789, 0.573, 0.301, 0.000
3.500,0.000, -0.308, -0.586, -0.807, -0.949, -0.998, -0.949, -0.807, -0.586, -0.308, -0.000, 0.308, 0.586, 0.807, 0.949, 0.998, 0.949, 0.807, 0.586, 0.308, 0.000
3.525,0.000, -0.308, -0.585, -0.806, -0.947, -0.996, -0.947, -0.806, -0.585, -0.308, -0.000, 0.308, 0.585, 0.806, 0.947, 0.996, 0.947, 0.806, 0.585, 0.308, 0.000
3.550,0.000, -0.300, -0.570, -0.785, -0.923, -0.970, -0.923, -0.785, -0.570, -0.300, 0.000, 0.300, 0.570, 0.785, 0.923, 0.970, 0.923, 0.785, 0.570, 0.300, 0.000
3.575,0.000, -0.284, -0.541, -0.745, -0.875, -0.920, -0.875, -0.745, -0.541, -0.284, 0.000, 0.284, 0.541, 0.745, 0.875, 0.920, 0.875, 0.745, 0.541, 0.284, 0.000
3.600,0.000, -0.262, -0.498, -0.686, -0.807, -0.848, -0.807, -0.686, -0.498, -0.262, 0.000, 0.262, 0.498, 0.686, 0.807, 0.848, 0.807, 0.686, 0.498, 0.262, 0.000
3.625,0.000, -0.233, -0.444, -0.611, -0.718, -0.755, -0.718, -0.611, -0.444, -0.233, 0.000, 0.233, 0.444, 0.611, 0.718, 0.755, 0.718, 0.611, 0.444, 0.233, 0.000
3.650,0.000, -0.199, -0.378, -0.521, -0.612, -0.644, -0.612, -0.521, -0.378, -0.199, 0.000, 0.199, 0.378, 0.521, 0.612, 0.644, 0.612, 0.521, 0.378, 0.199, 0.000
3.675,0.000, -0.160, -0.303, -0.418, -0.491, -0.516, -0.491, -0.418, -0.303, -0.160, 0.000, 0.160, 0.303, 0.418, 0.491, 0.516, 0.491, 0.418, 0.303, 0.160, 0.000
3.700,0.000, -0.116, -0.221, -0.305, -0.358, -0.376, -0.358, -0.305, -0.221, -0.116, 0.000, 0.116, 0.221, 0.305, 0.358, 0.376, 0.358, 0.305, 0.221, 0.116, 0.000
3.725,0.000, -0.070, -0.134, -0.184, -0.216, -0.227, -0.216, -0.184, -0.134, -0.070, 0.000, 0.070, 0.134, 0.184, 0.216, 0.227, 0.216, 0.184, 0.134, 0.070, 0.000
3.750,0.000, -0.022, -0.043, -0.059, -0.069, -0.073, -0.069, -0.059, -0.043, -0.022, 0.000, 0.022, 0.043, 0.059, 0.069, 0.073, 0.069, 0.059, 0.043, 0.022, 0.000
3.775,0.000, 0.026, 0.049, 0.068, 0.080, 0.084, 0.080, 0.068, 0.049, 0.026, 0.000, -0.026, -0.049, -0.068, -0.080, -0.084, -0.080, -0.068, -0.049, -0.026, 0.000
3.800,0.000, 0.074, 0.140, 0.193, 0.226, 0.238, 0.226, 0.193, 0.140, 0.074, -0.000, -0.074, -0.140, -0.193, -0.226, -0.238, -0.226, -0.193, -0.140, -0.074, 0.000
3.825,0.000, 0.119, 0.227, 0.313, 0.368, 0.387, 0.368, 0.313, 0.227, 0.119, -0.000, -0.119, -0.227, -0.313, -0.368, -0.387, -0.368, -0.313, -0.227, -0.119, 0.000
3.850,0.000, 0.162, 0.309, 0.425, 0.500, 0.526, 0.500, 0.425, 0.309, 0.162, -0.000, -0.162, -0.309, -0.425, -0.500, -0.526, -0.500, -0.425, -0.309, -0.162, 0.000
3.875,0.000, 0.201, 0.383, 0.527, 0.620, 0.652, 0.620, 0.527, 0.383, 0.201, -0.000, -0.201, -0.383, -0.527, -0.620, -0.652, -0.620, -0.527, -0.383, -0.201, 0.000
3.900,0.000, 0.236, 0.448, 0.617, 0.725, 0.762, 0.725, 0.617, 0.448, 0.236, -0.000, -0.236, -0.448, -0.617, -0.725, -0.762, -0.725, -0.617, -0.448, -0.236, 0.000
3.925,0.000, 0.264, 0.502, 0.691, 0.812, 0.854, 0.812, 0.691, 0.502, 0.264, -0.000, -0.264, -0.502, -0.691, -0.812, -0.854, -0.812, -0.691, -0.502, -0.264, 0.000
3.950,0.000, 0.286, 0.543, 0.748, 0.879, 0.925, 0.879, 0.748, 0.543, 0.286, -0.000, -0.286, -0.543, -0.748, -0.879, -0.925, -0.879, -0.748, -0.543, -0.286, 0.000
3.975,0.000, 0.301, 0.572, 0.787, 0.925, 0.973, 0.925, 0.787, 0.572, 0.301, -0.000, -0.301, -0.572, -0.787, -0.925, -0.973, -0.925, -0.787, -0.572, -0.301, 0.000
4.000,0.000, 0.308, 0.586, 0.807, 0.948, 0.997, 0.948, 0.807, 0.586, 0.308, -0.000, -0.308, -0.586, -0.807, -0.948, -0.997, -0.948, -0.807, -0.586, -0.308, 0.000
4.025,0.000, 0.308, 0.586, 0.806, 0.948, 0.997, 0.948, 0.806, 0.586, 0.308, -0.000, -0.308, -0.586, -0.806, -0.948, -0.997, -0.948, -0.806, -0.586, -0.308, 0.000
4.050,0.000, 0.300, 0.572, 0.787, 0.925, 0.972, 0.925, 0.787, 0.572, 0.300, -0.000, -0.300, -0.572, -0.787, -0.925, -0.972, -0.925, -0.787, -0.572, -0.300, 0.000
4.075,0.000, 0.286, 0.543, 0.748, 0.879, 0.924, 0.879, 0.748, 0.543, 0.286, -0.000, -0.286, -0.543, -0.748, -0.879, -0.924, -0.879, -0.748, -0.543, -0.286, 0.000
4.100,0.000, 0.264, 0.501, 0.690, 0.811, 0.853, 0.811, 0.690, 0.501, 0.264, -0.000, -0.264, -0.501, -0.690, -0.811, -0.853, -0.811, -0.690, -0.501, -0.264, 0.000
4.125,0.000, 0.235, 0.448, 0.616, 0.724, 0.761, 0.724, 0.616, 0.448, 0.235, -0.000, -0.235, -0.448, -0.616, -0.724, -0.761, -0.724, -0.616, -0.448, -0.235, 0.000
4.150,0.000, 0.201, 0.383, 0.527, 0.619, 0.651, 0.619, 0.527, 0.383, 0.201, -0.000, -0.201, -0.383, -0.527, -0.619, -0.651, -0.619, -0.527, -0.383, -0.201, 0.000
4.175,0.000, 0.162, 0.308, 0.424, 0.499, 0.525, 0.499, 0.424, 0.308, 0.162, -0.000, -0.162, -0.308, -0.424, -0.499, -0.525, -0.499, -0.424, -0.308, -0.162, 0.000
4.200,0.000, 0.119, 0.227, 0.312, 0.367, 0.385, 0.367, 0.312, 0.227, 0.119, -0.000, -0.119, -0.227, -0.312, -0.367, -0.385, -0.367, -0.312, -0.227, -0.119, 0.000
4.225,0.000, 0.073, 0.139, 0.192, 0.225, 0.237, 0.225, 0.192, 0.139, 0.073, -0.000, -0.073, -0.139, -0.192, -0.225, -0.237, -0.225, -0.192, -0.139, -0.073, 0.000
4.250,0.000, 0.025, 0.048, 0.067, 0.078, 0.082, 0.078, 0.067, 0.048, 0.025, -0.000, -0.025, -0.048, -0.067, -0.078, -0.082, -0.078, -0.067, -0.048, -0.025, 0.000
4.275,0.000, -0.023, -0.044, -0.060, -0.070, -0.074, -0.070, -0.060, -0.044, -0.023, 0.000, 0.023, 0.044, 0.060, 0.070, 0.074, 0.070, 0.060, 0.044, 0.023, 0.000
4.300,0.000, -0.071, -0.134, -0.185, -0.217, -0.229, -0.217, -0.185, -0.134, -0.071, 0.000, 0.071, 0.134, 0.185, 0.217, 0.229, 0.217, 0.185, 0.134, 0.071, 0.000
4.325,0.000, -0.117, -0.222, -0.306, -0.359, -0.378, -0.359, -0.306, -0.222, -0.117, 0.000, 0.117, 0.222, 0.306, 0.359, 0.378, 0.359, 0.306, 0.222, 0.117, 0.000
4.350,0.000, -0.160, -0.304, -0.419, -0.492, -0.517, -0.492, -0.419, -0.304, -0.160, 0.000, 0.160, 0.304, 0.419, 0.492, 0.517, 0.492, 0.419, 0.304, 0.160, 0.000
4.375,0.000, -0.199, -0.379, -0.521, -0.613, -0.645, -0.613, -0.521, -0.379, -0.199, 0.000, 0.199, 0.379, 0.521, 0.613, 0.645, 0.613, 0.521, 0.379, 0.199, 0.000
4.400,0.000, -0.234, -0.444, -0.612, -0.719, -0.756, -0.719, -0.612, -0.444, -0.234, 0.000, 0.234, 0.444, 0.612, 0.719, 0.756, 0.719, 0.612, 0.444, 0.234, 0.000
4.425,0.000, -0.262, -0.499, -0.687, -0.807, -0.849, -0.807, -0.687, -0.499, -0.262, 0.000, 0.262, 0.499, 0.687, 0.807, 0.849, 0.807, 0.687, 0.499, 0.262, 0.000
4.450,0.000, -0.285, -0.541, -0.745, -0.876, -0.921, -0.876, -0.745, -0.541, -0.285, 0.000, 0.285, 0.541, 0.745, 0.876, 0.921, 0.876, 0.745, 0.541, 0.285, 0.000
4.475,0.000, -0.300, -0.570, -0.785, -0.923, -0.970, -0.923, -0.785, -0.570, -0.300, 0.000, 0.300, 0.570, 0.785, 0.923, 0.970, 0.923, 0.785, 0.570, 0.300, 0.000
4.500,0.000, -0.308, -0.586, -0.806, -0.947, -0.996, -0.947, -0.806, -0.586, -0.308, 0.000, 0.308, 0.586, 0.806, 0.947, 0.996, 0.947, 0.806, 0.586, 0.308, 0.000
4.525,0.000, -0.308, -0.586, -0.807, -0.949, -0.998, -0.949, -0.807, -0.586, -0.308, 0.000, 0.308, 0.586, 0.807, 0.949, 0.998, 0.949, 0.807, 0.586, 0.308, 0.000
4.550,0.000, -0.301, -0.573, -0.788, -0.927, -0.975, -0.927, -0.788, -0.573, -0.301, 0.000, 0.301, 0.573, 0.788, 0.927, 0.975, 0.927, 0.788, 0.573, 0.301, 0.000
4.575,0.000, -0.287, -0.545, -0.751, -0.882, -0.928, -0.882, -0.751, -0.545, -0.287, -0.000, 0.287, 0.545, 0.751, 0.882, 0.928, 0.882, 0.751, 0.545, 0.287, 0.000
4.600,0.000, -0.265, -0.504, -0.694, -0.816, -0.858, -0.816, -0.694, -0.504, -0.265, -0.000, 0.265, 0.504, 0.694, 0.816, 0.858, 0.816, 0.694, 0.504, 0.265, 0.000
4.625,0.000, -0.237, -0.451, -0.621, -0.730, -0.768, -0.730, -0.621, -0.451, -0.237, -0.000, 0.237, 0.451, 0.621, 0.730, 0.768, 0.730, 0.621, 0.451, 0.237, 0.000
4.650,0.000, -0.203, -0.387, -0.533, -0.626, -0.658, -0.626, -0.533, -0.387, -0.203, -0.000, 0.203, 0.387, 0.533, 0.626, 0.658, 0.626, 0.533, 0.387, 0.203, 0.000
4.675,0.000, -0.165, -0.313, -0.431, -0.507, -0.533, -0.507, -0.431, -0.313, -0.165, -0.000, 0.165, 0.313, 0.431, 0.507, 0.533, 0.507, 0.431, 0.313, 0.165, 0.000
4.700,0.000, -0.122, -0.232, -0.319, -0.375, -0.394, -0.375, -0.319, -0.232, -0.122, -0.000, 0.122, 0.232, 0.319, 0.375, 0.394, 0.375, 0.319, 0.232, 0.122, 0.000
4.725,0.000, -0.076, -0.145, -0.199, -0.234, -0.246, -0.234, -0.199, -0.145, -0.076, -0.000, 0.076, 0.145, 0.199, 0.234, 0.246, 0.234, 0.199, 0.145, 0.076, 0.000
4.750,0.000, -0.028, -0.054, -0.074, -0.088, -0.092, -0.088, -0.074, -0.054, -0.028, -0.000, 0.028, 0.054, 0.074, 0.088, 0.092, 0.088, 0.074, 0.054, 0.028, 0.000
4.775,0.000, 0.020, 0.038, 0.052, 0.061, 0.064, 0.061, 0.052, 0.038, 0.020, -0.000, -0.020, -0.038, -0.052, -0.061, -0.064, -0.061, -0.052, -0.038, -0.020, 0.000
4.800,0.000, 0.068, 0.129, 0.177, 0.208, 0.219, 0.208, 0.177, 0.129, 0.068, -0.000, -0.068, -0.129, -0.177, -0.208, -0.219, -0.208, -0.177, -0.129, -0.068, 0.000
4.825,0.000, 0.114, 0.217, 0.298, 0.351, 0.369, 0.351, 0.298, 0.217, 0.114, 0.000, -0.114, -0.217, -0.298, -0.351, -0.369, -0.351, -0.298, -0.217, -0.114, 0.000
4.850,0.000, 0.157, 0.299, 0.412, 0.484, 0.509, 0.484, 0.412, 0.299, 0.157, 0.000, -0.157, -0.299, -0.412, -0.484, -0.509, -0.484, -0.412, -0.299, -0.157, 0.000
4.875,0.000, 0.197, 0.375, 0.515, 0.606, 0.637, 0.606, 0.515, 0.375, 0.197, 0.000, -0.197, -0.375, -0.515, -0.606, -0.637, -0.606, -0.515, -0.375, -0.197, 0.000
4.900,0.000, 0.232, 0.441, 0.606, 0.713, 0.750, 0.713, 0.606, 0.441, 0.232, 0.000, -0.232, -0.441, -0.606, -0.713, -0.750, -0.713, -0.606, -0.441, -0.232, 0.000
4.925,0.000, 0.261, 0.496, 0.682, 0.802, 0.844, 0.802, 0.682, 0.496, 0.261, 0.000, -0.261, -0.496, -0.682, -0.802, -0.844, -0.802, -0.682, -0.496, -0.261, 0.000
4.950,0.000, 0.283, 0.539, 0.742, 0.872, 0.917, 0.872, 0.742, 0.539, 0.283, 0.000, -0.283, -0.539, -0.742, -0.872, -0.917, -0.872, -0.742, -0.539, -0.283, 0.000
4.975,0.000, 0.299, 0.569, 0.783, 0.921, 0.968, 0.921, 0.783, 0.569, 0.299, 0.000, -0.299, -0.569, -0.783, -0.921, -0.968, -0.921, -0.783, -0.569, -0.299, 0.000

